,category
50315,1
65713,1
25507,0
56450,1
99135,1
61674,1
1569,0
51981,1
1281,0
86824,1
54481,1
21178,0
22086,0
86392,1
64206,1
31981,0
94128,1
97453,1
12312,0
51485,1
44471,0
82211,1
59643,1
16907,0
80643,1
90303,1
72812,1
99646,1
19849,0
67459,1
8212,0
39637,0
54605,1
6072,0
3850,0
69048,1
62709,1
59234,1
89589,1
63760,1
99315,1
34687,0
54098,1
87482,1
36193,0
54036,1
38394,0
80020,1
72359,1
92954,1
16736,0
85788,1
66551,1
34113,0
29455,0
36363,0
96356,1
5620,0
18314,0
90671,1
92510,1
79810,1
41989,0
37541,0
83558,1
42923,0
96820,1
68119,1
59756,1
89120,1
91640,1
15941,0
13679,0
67031,1
30186,0
6519,0
73880,1
99931,1
87572,1
83155,1
54645,1
35350,0
87532,1
54838,1
74737,1
36301,0
187,0
12538,0
87585,1
75129,1
24358,0
20779,0
4015,0
31513,0
43446,0
70915,1
32885,0
43913,0
19962,0
78798,1
53763,1
48819,0
21513,0
49136,0
42390,0
44325,0
22141,0
31857,0
88824,1
93950,1
8084,0
4345,0
1993,0
64744,1
44127,0
8179,0
97427,1
4216,0
82730,1
99846,1
95532,1
59818,1
5454,0
31572,0
41662,0
2284,0
23179,0
19587,0
99681,1
79054,1
41135,0
82696,1
2001,0
12232,0
45313,0
84026,1
89684,1
4413,0
87800,1
32850,0
78552,1
36161,0
23401,0
78926,1
17066,0
94339,1
94767,1
92463,1
86069,1
36134,0
64692,1
8052,0
567,0
82248,1
95612,1
94129,1
83709,1
57976,1
19867,0
950,0
34491,0
44581,0
50945,1
72338,1
44050,0
82718,1
39050,0
72729,1
55792,1
77298,1
77409,1
53289,1
78026,1
16447,0
96185,1
60606,1
34991,0
5163,0
87332,1
738,0
26137,0
45608,0
74766,1
32990,0
70064,1
62572,1
53562,1
23074,0
41001,0
49125,0
92233,1
93514,1
17383,0
15524,0
3662,0
28990,0
8677,0
49139,0
98055,1
59268,1
16742,0
11734,0
26807,0
36165,0
92798,1
13688,0
12994,0
46173,0
27056,0
34285,0
5567,0
93772,1
46141,0
8543,0
29712,0
8372,0
62394,1
71802,1
39858,0
85189,1
36453,0
29822,0
13292,0
93125,1
78415,1
37250,0
68078,1
45708,0
35876,0
10415,0
79659,1
90134,1
83225,1
67147,1
74133,1
14041,0
45680,0
25424,0
36816,0
58762,1
74187,1
89787,1
58452,1
71993,1
49732,0
23834,0
99286,1
53973,1
88984,1
76269,1
2425,0
93179,1
21417,0
52140,1
755,0
62908,1
37901,0
94495,1
18744,0
11989,0
48916,0
97306,1
70928,1
18007,0
16063,0
15136,0
56927,1
96527,1
60879,1
5285,0
64616,1
71688,1
80430,1
96256,1
39850,0
99292,1
19656,0
38081,0
26664,0
83584,1
32022,0
70762,1
43360,0
72955,1
98479,1
42518,0
11009,0
11506,0
25821,0
6642,0
74057,1
37571,0
22082,0
99843,1
24139,0
37340,0
74297,1
89884,1
56764,1
26110,0
83028,1
69230,1
54389,1
87202,1
87124,1
74460,1
12573,0
14561,0
44005,0
90405,1
774,0
87082,1
3162,0
91291,1
41109,0
38888,0
59220,1
76881,1
88564,1
92944,1
81097,1
18511,0
97611,1
7153,0
54513,1
10744,0
29109,0
21335,0
53481,1
83642,1
19032,0
53834,1
29036,0
6007,0
10026,0
71013,1
93579,1
11044,0
40765,0
92782,1
13654,0
68015,1
38068,0
51008,1
9027,0
79947,1
11971,0
60812,1
23300,0
42798,0
58861,1
67039,1
92729,1
98211,1
6155,0
34187,0
3588,0
98094,1
30334,0
54976,1
36084,0
69646,1
28025,0
56784,1
42675,0
84164,1
32745,0
71389,1
89110,1
63348,1
15086,0
93458,1
62047,1
77882,1
80678,1
61934,1
1107,0
43081,0
53450,1
1090,0
18343,0
13205,0
98759,1
25824,0
41854,0
96066,1
5991,0
37910,0
85825,1
16505,0
29590,0
89701,1
59481,1
14479,0
44525,0
67939,1
3854,0
14842,0
46333,0
8388,0
7737,0
49605,0
8645,0
23311,0
96600,1
5866,0
92352,1
10663,0
21640,0
46316,0
36248,0
50104,1
30050,0
48100,0
81518,1
20143,0
7873,0
33686,0
88125,1
10738,0
45689,0
38013,0
14387,0
23956,0
38929,0
22636,0
90669,1
21864,0
82515,1
45388,0
34106,0
73009,1
54943,1
20916,0
5707,0
62968,1
83990,1
20050,0
98339,1
14086,0
22852,0
84386,1
92681,1
14398,0
69733,1
51498,1
87384,1
70721,1
45661,0
11809,0
96293,1
57741,1
568,0
63671,1
33907,0
19842,0
69572,1
18104,0
14568,0
86622,1
18551,0
45267,0
48131,0
8411,0
9294,0
66606,1
48057,0
28608,0
1932,0
60574,1
95752,1
38364,0
67067,1
29010,0
36194,0
44638,0
61495,1
51062,1
52396,1
40485,0
82431,1
95683,1
2430,0
43160,0
3061,0
64284,1
14322,0
26750,0
64076,1
25553,0
5337,0
39074,0
46236,0
34569,0
52574,1
91049,1
66241,1
26208,0
63683,1
49295,0
34524,0
38242,0
80364,1
29155,0
23985,0
26226,0
55263,1
73821,1
8225,0
76246,1
80618,1
64242,1
67057,1
23158,0
35241,0
45493,0
54153,1
17689,0
47525,0
45146,0
83762,1
49967,0
9307,0
91449,1
78646,1
6077,0
38339,0
32977,0
16148,0
35201,0
24719,0
37557,0
5350,0
99652,1
50195,1
9317,0
38304,0
9586,0
63031,1
44672,0
84899,1
49455,0
94299,1
79544,1
8259,0
26503,0
31473,0
1402,0
27881,0
88013,1
19189,0
47209,0
38980,0
38990,0
20616,0
67436,1
93900,1
31313,0
53678,1
74835,1
52762,1
81026,1
69654,1
14981,0
116,0
66542,1
67921,1
81707,1
1396,0
33030,0
87084,1
16550,0
53529,1
26052,0
68567,1
15499,0
32161,0
63829,1
21392,0
42795,0
24948,0
44336,0
6143,0
94344,1
1157,0
65655,1
14282,0
23493,0
13060,0
65892,1
38142,0
28353,0
45257,0
37377,0
53434,1
24398,0
23797,0
48953,0
20510,0
71110,1
53323,1
48573,0
69450,1
11602,0
68285,1
55623,1
8302,0
44008,0
45111,0
28233,0
17612,0
20300,0
72236,1
96961,1
13473,0
4177,0
65226,1
5246,0
90598,1
46616,0
7798,0
51088,1
83483,1
89844,1
41021,0
45602,0
79254,1
27000,0
40995,0
64783,1
41986,0
76287,1
27065,0
78185,1
80092,1
35337,0
46407,0
63079,1
66711,1
38953,0
33420,0
90095,1
73562,1
10483,0
42693,0
55448,1
79038,1
26670,0
2190,0
69220,1
55708,1
71858,1
75963,1
87423,1
87329,1
38802,0
193,0
54924,1
992,0
27909,0
32938,0
69589,1
2252,0
87192,1
35435,0
81864,1
72612,1
41328,0
9396,0
68033,1
82285,1
3779,0
52012,1
37828,0
29761,0
86454,1
14110,0
66450,1
718,0
89857,1
15663,0
61993,1
15341,0
66936,1
30896,0
71178,1
19398,0
2587,0
37573,0
31651,0
66076,1
77688,1
1894,0
56736,1
6210,0
93070,1
58217,1
40101,0
3100,0
28291,0
13124,0
24137,0
73022,1
15255,0
38689,0
4202,0
52609,1
92922,1
23292,0
40008,0
90187,1
42198,0
35686,0
3017,0
64936,1
83896,1
41261,0
22816,0
87243,1
80255,1
20578,0
39212,0
29247,0
25634,0
37194,0
32036,0
27769,0
2790,0
21483,0
11800,0
51671,1
88605,1
40400,0
64329,1
20235,0
74036,1
86219,1
58163,1
55210,1
12964,0
27175,0
20797,0
76894,1
56608,1
32116,0
9329,0
38182,0
41018,0
37515,0
50944,1
77912,1
17376,0
2738,0
59813,1
81234,1
45672,0
10803,0
90288,1
82852,1
57388,1
70961,1
7678,0
99745,1
70287,1
83193,1
7229,0
551,0
97624,1
98454,1
35550,0
94246,1
39188,0
58421,1
80854,1
90244,1
8648,0
23611,0
43601,0
59042,1
26492,0
18422,0
71358,1
68875,1
61492,1
67881,1
61354,1
72970,1
94110,1
95964,1
98862,1
22561,0
43692,0
40079,0
25237,0
37352,0
21221,0
19249,0
13236,0
25135,0
52806,1
6381,0
43747,0
27667,0
82967,1
43242,0
75522,1
67151,1
92210,1
52659,1
37650,0
14837,0
65935,1
70060,1
83602,1
21911,0
32418,0
28649,0
91487,1
66169,1
97010,1
90591,1
1438,0
10318,0
5999,0
25191,0
37260,0
91751,1
33291,0
5066,0
15403,0
12119,0
19947,0
37662,0
57676,1
91317,1
38100,0
45703,0
32317,0
40950,0
80302,1
3177,0
11006,0
75203,1
98007,1
11953,0
87320,1
18762,0
69656,1
19535,0
94847,1
6550,0
56822,1
62291,1
54092,1
44775,0
15981,0
33899,0
1032,0
51255,1
51454,1
72589,1
86126,1
62952,1
62832,1
54978,1
88169,1
85250,1
47455,0
72120,1
35997,0
93625,1
48504,0
51501,1
1661,0
25035,0
87324,1
54472,1
91714,1
44130,0
14107,0
41379,0
78740,1
85383,1
35363,0
66983,1
5156,0
66996,1
88693,1
14345,0
85571,1
94143,1
44698,0
98315,1
93616,1
56791,1
18849,0
62396,1
48486,0
44424,0
69709,1
15745,0
48001,0
67749,1
28881,0
30475,0
7575,0
22752,0
23741,0
52570,1
92189,1
22627,0
80820,1
56375,1
78368,1
84000,1
83955,1
24966,0
27655,0
47401,0
14637,0
69736,1
83998,1
18267,0
55142,1
10895,0
50741,1
29445,0
41966,0
83024,1
7192,0
33813,0
5941,0
22318,0
44997,0
83297,1
63124,1
75036,1
16443,0
95843,1
53989,1
46024,0
86046,1
79307,1
52243,1
52847,1
40259,0
54929,1
92009,1
45023,0
39221,0
63413,1
81162,1
18230,0
28128,0
49257,0
3972,0
97107,1
57960,1
93440,1
4496,0
9580,0
44566,0
29422,0
92558,1
89762,1
96952,1
42750,0
19031,0
1246,0
29917,0
24014,0
52276,1
26772,0
31407,0
900,0
28727,0
19961,0
84221,1
5375,0
30299,0
29307,0
42855,0
2775,0
4704,0
20314,0
82874,1
19037,0
87689,1
40024,0
66496,1
85712,1
40460,0
92058,1
72167,1
60288,1
81437,1
80529,1
92969,1
49659,0
97798,1
24189,0
9442,0
48669,0
66438,1
3517,0
79493,1
10183,0
1386,0
19937,0
31716,0
56662,1
9212,0
15097,0
5867,0
72017,1
98294,1
28356,0
86232,1
61277,1
45574,0
66571,1
37750,0
95132,1
14927,0
81848,1
11688,0
23769,0
28613,0
92157,1
66602,1
29258,0
84913,1
86819,1
21735,0
99320,1
55280,1
43853,0
95167,1
97345,1
33391,0
23446,0
8124,0
33486,0
57965,1
66846,1
510,0
44075,0
84643,1
91274,1
53875,1
7735,0
26317,0
37082,0
85083,1
53065,1
48519,0
17569,0
67245,1
56339,1
43061,0
6807,0
39950,0
20053,0
69438,1
58289,1
29804,0
39038,0
79492,1
27924,0
1990,0
41481,0
58372,1
90280,1
34420,0
20563,0
26068,0
21284,0
39435,0
66845,1
78471,1
93958,1
27377,0
51959,1
70256,1
21194,0
40002,0
97822,1
41231,0
59853,1
77150,1
22548,0
32021,0
46243,0
78527,1
53585,1
67074,1
4556,0
58577,1
80675,1
67802,1
17561,0
58327,1
60973,1
6595,0
76119,1
65895,1
87865,1
69297,1
69918,1
96257,1
83863,1
45129,0
47641,0
46687,0
51041,1
14531,0
8162,0
98534,1
46514,0
43087,0
91847,1
95371,1
33002,0
26413,0
52206,1
5549,0
56436,1
33834,0
97649,1
54662,1
53667,1
97474,1
31170,0
63682,1
94989,1
62266,1
28049,0
87566,1
64314,1
5223,0
18211,0
55014,1
24870,0
90052,1
76291,1
67811,1
18684,0
65445,1
35021,0
50307,1
99461,1
48865,0
97030,1
68126,1
69151,1
21602,0
16262,0
6990,0
70971,1
25865,0
55965,1
366,0
43267,0
79178,1
86270,1
42062,0
5153,0
83707,1
33232,0
94952,1
6486,0
65382,1
10345,0
50902,1
12335,0
6649,0
37563,0
4910,0
76057,1
26841,0
54806,1
76906,1
82002,1
63026,1
4388,0
20518,0
3248,0
6237,0
29167,0
24030,0
70222,1
78662,1
23355,0
46902,0
7892,0
15430,0
62691,1
45052,0
31573,0
52642,1
70451,1
62484,1
44154,0
72124,1
80642,1
26922,0
82336,1
53024,1
86196,1
42207,0
27475,0
32230,0
17540,0
28859,0
96783,1
54434,1
6098,0
88065,1
3027,0
46184,0
76047,1
89083,1
69206,1
60970,1
64499,1
50740,1
19374,0
9874,0
14025,0
33428,0
67709,1
17480,0
54410,1
11983,0
68943,1
24745,0
52162,1
16787,0
77102,1
60752,1
20124,0
91726,1
40753,0
61749,1
77100,1
23683,0
8681,0
27947,0
21563,0
65196,1
5071,0
63585,1
55995,1
16403,0
92050,1
13081,0
31832,0
77213,1
70464,1
43252,0
44571,0
72310,1
945,0
90514,1
81730,1
98039,1
84920,1
45857,0
72189,1
59025,1
67584,1
48989,0
64169,1
16563,0
41260,0
77802,1
89335,1
7471,0
37219,0
20766,0
19183,0
36393,0
8552,0
43002,0
28938,0
81546,1
24835,0
70614,1
52182,1
10274,0
40451,0
18903,0
43989,0
57165,1
7458,0
18435,0
57793,1
57312,1
57360,1
26901,0
78828,1
36214,0
97930,1
75853,1
24999,0
35843,0
71619,1
88768,1
60832,1
6331,0
51165,1
83013,1
21145,0
27126,0
21479,0
15695,0
87270,1
14841,0
71673,1
59247,1
31680,0
95824,1
65749,1
29137,0
57952,1
48961,0
2823,0
77084,1
86253,1
26522,0
19854,0
35208,0
8473,0
10759,0
68094,1
29627,0
71803,1
47496,0
69628,1
60163,1
81309,1
7523,0
15170,0
70314,1
91460,1
93494,1
27410,0
58952,1
83979,1
34755,0
25324,0
90519,1
98908,1
70327,1
6455,0
4012,0
83943,1
49379,0
89403,1
1351,0
51852,1
22305,0
90939,1
27408,0
28952,0
59665,1
16923,0
49179,0
82350,1
36210,0
38806,0
69922,1
75894,1
69873,1
74174,1
22652,0
34541,0
64687,1
58959,1
62242,1
44865,0
61128,1
76887,1
72393,1
20990,0
23513,0
69416,1
10251,0
18970,0
64121,1
90371,1
1219,0
32069,0
88035,1
72354,1
21458,0
95538,1
25918,0
78074,1
47987,0
56483,1
80535,1
62285,1
9119,0
11605,0
25802,0
24890,0
43660,0
5405,0
33188,0
71963,1
15134,0
15522,0
12878,0
82626,1
37085,0
68379,1
43008,0
50707,1
89635,1
26079,0
95705,1
30754,0
27801,0
75289,1
96658,1
1866,0
28891,0
2242,0
64520,1
93343,1
2883,0
47492,0
20015,0
39431,0
1821,0
17332,0
80033,1
59363,1
9431,0
72500,1
74259,1
72492,1
54837,1
48125,0
83597,1
15042,0
33090,0
31383,0
33529,0
61170,1
46168,0
41977,0
11845,0
11497,0
9832,0
99589,1
69950,1
52431,1
66550,1
44306,0
28704,0
20336,0
6665,0
63255,1
51465,1
24292,0
85035,1
81503,1
37383,0
44211,0
23363,0
27367,0
37109,0
16166,0
44036,0
79145,1
9708,0
9872,0
79207,1
50685,1
37490,0
57977,1
90947,1
46291,0
5068,0
61687,1
89425,1
77570,1
37411,0
34734,0
39334,0
25654,0
38718,0
84157,1
51005,1
68031,1
90093,1
58003,1
50955,1
12021,0
84465,1
92684,1
4608,0
77576,1
9805,0
48960,0
15119,0
13257,0
86042,1
96606,1
39108,0
62685,1
51736,1
66986,1
16824,0
49830,0
38030,0
75712,1
43992,0
77,0
86180,1
50270,1
47476,0
66016,1
58761,1
99891,1
91988,1
44027,0
730,0
3034,0
75611,1
47234,0
36867,0
41988,0
76089,1
49745,0
42747,0
34123,0
36856,0
27661,0
62112,1
75982,1
67883,1
59372,1
66893,1
36919,0
42445,0
63057,1
1540,0
86784,1
35068,0
47619,0
13072,0
24424,0
3266,0
97194,1
34386,0
59458,1
72810,1
7579,0
4928,0
93885,1
81568,1
53410,1
23996,0
62537,1
67083,1
56232,1
82912,1
87832,1
81247,1
88432,1
54441,1
60725,1
38254,0
96269,1
76575,1
52461,1
906,0
7241,0
57020,1
19537,0
24257,0
18948,0
83563,1
18122,0
71062,1
77835,1
20862,0
94903,1
73717,1
94414,1
49119,0
84176,1
43835,0
47040,0
27911,0
2655,0
27871,0
38771,0
79701,1
60276,1
52475,1
65500,1
40143,0
44938,0
68477,1
72049,1
10176,0
88058,1
25517,0
15958,0
35139,0
17464,0
54870,1
59549,1
15888,0
14513,0
65323,1
62538,1
80333,1
66867,1
67532,1
2332,0
27287,0
79684,1
80764,1
5975,0
63740,1
87340,1
58287,1
79965,1
70355,1
99284,1
48306,0
51309,1
68047,1
86940,1
81810,1
9102,0
91415,1
33649,0
81078,1
82602,1
87838,1
43533,0
22745,0
93626,1
4567,0
99150,1
92246,1
55426,1
93046,1
97280,1
19623,0
45258,0
87496,1
83294,1
55381,1
1999,0
56353,1
64207,1
85964,1
24314,0
3650,0
86559,1
96857,1
37389,0
48198,0
11320,0
28173,0
68388,1
7907,0
18984,0
77491,1
94508,1
8451,0
23221,0
21999,0
25389,0
52056,1
50976,1
82612,1
642,0
25635,0
42437,0
57520,1
47192,0
77601,1
61977,1
12449,0
49974,0
72386,1
49374,0
49355,0
23629,0
37275,0
21869,0
77405,1
36999,0
54387,1
32196,0
95980,1
61966,1
79095,1
32264,0
70440,1
48837,0
71494,1
87451,1
90202,1
21090,0
28354,0
73959,1
92441,1
20164,0
60225,1
34278,0
38873,0
53864,1
71598,1
14684,0
61524,1
57753,1
72088,1
90611,1
79376,1
96429,1
66903,1
63826,1
22800,0
11773,0
96205,1
19279,0
35317,0
21032,0
8967,0
97044,1
69036,1
72531,1
86245,1
29583,0
67869,1
41642,0
6270,0
15822,0
44219,0
71687,1
63176,1
18143,0
45544,0
77544,1
89087,1
45239,0
40060,0
117,0
67887,1
54271,1
67287,1
73542,1
37137,0
39969,0
40727,0
34817,0
11066,0
47406,0
10392,0
36523,0
93412,1
89596,1
71291,1
49254,0
3675,0
85433,1
34508,0
2219,0
71289,1
55827,1
84270,1
57478,1
736,0
66135,1
73652,1
37904,0
93641,1
57404,1
89009,1
90746,1
64804,1
54035,1
13712,0
44469,0
21002,0
84473,1
6859,0
68486,1
15658,0
93924,1
28957,0
64348,1
17776,0
35426,0
95859,1
43557,0
25008,0
6787,0
85938,1
63054,1
14332,0
52932,1
85249,1
47936,0
89575,1
79560,1
60949,1
77429,1
85981,1
28043,0
86065,1
12354,0
92096,1
25631,0
6333,0
73643,1
18226,0
7202,0
95095,1
59620,1
77435,1
44831,0
11460,0
15129,0
22611,0
40650,0
12009,0
13782,0
66023,1
9518,0
1509,0
48514,0
61821,1
74567,1
60761,1
59290,1
93513,1
12404,0
13435,0
49401,0
49692,0
23597,0
70794,1
13487,0
5740,0
69232,1
34601,0
26372,0
59840,1
71343,1
49383,0
82996,1
82745,1
34856,0
68321,1
71583,1
19327,0
82632,1
35847,0
10608,0
35899,0
56234,1
58972,1
68171,1
58696,1
24783,0
97833,1
87908,1
21495,0
33971,0
99165,1
10770,0
40886,0
88451,1
7730,0
37584,0
64123,1
66632,1
53325,1
62846,1
52551,1
72337,1
59584,1
30718,0
8660,0
86303,1
82085,1
31337,0
60762,1
60998,1
46279,0
503,0
97533,1
10125,0
61634,1
38834,0
76034,1
52993,1
96966,1
31352,0
31374,0
94704,1
8249,0
74018,1
97185,1
20396,0
91148,1
95200,1
81107,1
65818,1
4895,0
40906,0
55434,1
58073,1
47841,0
20784,0
49220,0
85873,1
1239,0
5943,0
34245,0
8403,0
24092,0
3919,0
93552,1
33407,0
41713,0
97085,1
72342,1
36325,0
24086,0
80761,1
46730,0
70260,1
28600,0
75747,1
47671,0
48589,0
85477,1
89623,1
12445,0
65745,1
42972,0
69535,1
65484,1
93039,1
76705,1
5322,0
10861,0
81339,1
3105,0
85411,1
54769,1
18168,0
58194,1
1887,0
21364,0
44976,0
58170,1
24794,0
3559,0
66809,1
31551,0
2523,0
14662,0
87250,1
80027,1
91678,1
67814,1
43837,0
6206,0
49705,0
82935,1
1258,0
38428,0
58296,1
25411,0
91122,1
5378,0
54623,1
4588,0
7615,0
50542,1
65662,1
74952,1
36035,0
87619,1
5606,0
26556,0
24001,0
28965,0
1572,0
12304,0
24729,0
21507,0
30837,0
16310,0
94774,1
36024,0
49143,0
161,0
86175,1
17556,0
70811,1
17554,0
44785,0
17768,0
18297,0
10014,0
36227,0
42352,0
94613,1
61142,1
99442,1
32569,0
34100,0
41064,0
18340,0
59925,1
84327,1
60984,1
37929,0
5630,0
41480,0
8582,0
62837,1
80045,1
37633,0
93007,1
99008,1
76051,1
16773,0
5168,0
33101,0
99380,1
78019,1
68803,1
91982,1
52558,1
67309,1
84864,1
14262,0
21188,0
34136,0
1724,0
9409,0
2215,0
38916,0
1383,0
72929,1
71156,1
58237,1
45765,0
83589,1
1907,0
71216,1
47512,0
23667,0
47914,0
66395,1
38473,0
93755,1
88060,1
67660,1
35167,0
24349,0
98172,1
7915,0
38072,0
19641,0
21366,0
32442,0
77158,1
44346,0
70654,1
28926,0
96619,1
29170,0
25849,0
51289,1
28509,0
89977,1
87726,1
69565,1
56603,1
83125,1
51054,1
87221,1
76440,1
74882,1
30303,0
24420,0
79960,1
22050,0
27112,0
52690,1
23601,0
58489,1
99988,1
28964,0
24986,0
28855,0
22947,0
27004,0
73078,1
38624,0
33297,0
15594,0
35357,0
26238,0
60110,1
14071,0
87787,1
245,0
91745,1
54109,1
10490,0
39629,0
4301,0
55627,1
64255,1
53732,1
14452,0
72863,1
19103,0
70364,1
22283,0
17903,0
52519,1
94479,1
96819,1
55991,1
96406,1
9861,0
27445,0
27399,0
27311,0
14409,0
34536,0
43627,0
33794,0
10780,0
10059,0
21863,0
16986,0
76870,1
34968,0
31395,0
76388,1
26508,0
9755,0
43430,0
84930,1
75172,1
49195,0
39251,0
92176,1
43521,0
67306,1
25278,0
77726,1
45561,0
39550,0
24073,0
21271,0
4078,0
75021,1
60817,1
91125,1
44830,0
935,0
69014,1
40587,0
9812,0
33639,0
42136,0
87582,1
57089,1
71984,1
41168,0
32570,0
14104,0
34460,0
14514,0
99666,1
72330,1
30715,0
58794,1
13811,0
48639,0
72073,1
68796,1
94398,1
36312,0
64406,1
45937,0
80953,1
203,0
31555,0
96365,1
66834,1
80786,1
79561,1
55397,1
25695,0
82867,1
71728,1
66523,1
63177,1
42825,0
48768,0
75624,1
79306,1
46244,0
16804,0
86804,1
18117,0
12924,0
35348,0
52022,1
34518,0
12919,0
5500,0
64004,1
44772,0
30459,0
88453,1
21891,0
73456,1
15485,0
40411,0
76950,1
13410,0
76866,1
56361,1
2648,0
13804,0
50812,1
84936,1
99507,1
40850,0
77509,1
23818,0
9902,0
98890,1
87899,1
85904,1
63955,1
3338,0
15680,0
77201,1
95808,1
37537,0
93796,1
47644,0
27355,0
17593,0
76997,1
94820,1
9521,0
74986,1
70470,1
56318,1
39067,0
65857,1
630,0
19658,0
57369,1
76671,1
21272,0
15982,0
18447,0
69059,1
92834,1
76976,1
86753,1
94206,1
74774,1
15850,0
25160,0
74754,1
36949,0
81374,1
16002,0
98872,1
19072,0
1829,0
17998,0
75635,1
53147,1
15409,0
57096,1
38387,0
2101,0
46116,0
47571,0
15559,0
6337,0
39801,0
83781,1
16514,0
49943,0
27598,0
6137,0
19611,0
60083,1
79842,1
60094,1
23660,0
83429,1
8627,0
19178,0
71202,1
13528,0
43960,0
46064,0
92676,1
82459,1
83218,1
51919,1
196,0
28925,0
24393,0
62766,1
27528,0
41312,0
55319,1
59827,1
63652,1
48566,0
29675,0
26607,0
17356,0
61688,1
35989,0
61834,1
16571,0
49606,0
93052,1
91910,1
15954,0
3071,0
20198,0
93947,1
23120,0
6622,0
56716,1
7299,0
9464,0
30391,0
40575,0
94132,1
52257,1
9081,0
69940,1
45568,0
36664,0
34870,0
39556,0
44287,0
82664,1
85435,1
75721,1
87098,1
18641,0
2997,0
68891,1
97082,1
32731,0
99960,1
43943,0
5448,0
55940,1
29003,0
78682,1
30024,0
14339,0
67848,1
49562,0
62043,1
88590,1
65571,1
88771,1
5638,0
4358,0
91172,1
21881,0
4516,0
85775,1
85271,1
78635,1
15014,0
54119,1
31489,0
42340,0
95362,1
46601,0
71226,1
64383,1
69331,1
24036,0
92995,1
5424,0
25788,0
40367,0
72855,1
50651,1
21165,0
82149,1
18783,0
8177,0
32678,0
81002,1
48157,0
65026,1
60301,1
77452,1
65513,1
11901,0
25868,0
52032,1
44547,0
17498,0
47694,0
62391,1
59186,1
37748,0
81833,1
21174,0
85949,1
18312,0
64733,1
59296,1
13134,0
77575,1
27120,0
42311,0
77044,1
78357,1
95122,1
62629,1
35765,0
63314,1
51010,1
13895,0
84013,1
75594,1
1389,0
62761,1
43250,0
78090,1
8057,0
78648,1
57828,1
73628,1
12936,0
84887,1
83946,1
15720,0
74416,1
28125,0
42236,0
99417,1
16813,0
86946,1
88785,1
24912,0
42239,0
45998,0
46138,0
34702,0
71481,1
74371,1
90527,1
99603,1
75332,1
97634,1
53879,1
47201,0
78807,1
78995,1
97418,1
17630,0
95848,1
29718,0
28579,0
52502,1
39865,0
85500,1
54908,1
11591,0
26948,0
87408,1
66099,1
60562,1
21524,0
57624,1
45641,0
88792,1
86889,1
57920,1
85655,1
13945,0
5568,0
55700,1
76923,1
77106,1
97409,1
6919,0
87494,1
43909,0
40712,0
72558,1
19149,0
28626,0
50347,1
75934,1
78242,1
89982,1
73676,1
42694,0
37755,0
53714,1
40534,0
5684,0
70487,1
46527,0
1311,0
88832,1
78127,1
60713,1
47392,0
21088,0
21142,0
37674,0
29185,0
74588,1
94980,1
98669,1
34935,0
86140,1
86772,1
62607,1
67545,1
20052,0
85168,1
90971,1
97018,1
8598,0
78064,1
68251,1
33156,0
76927,1
63019,1
75258,1
46952,0
31031,0
84931,1
86554,1
108,0
16492,0
13170,0
41407,0
71500,1
57795,1
47497,0
81003,1
685,0
47793,0
91298,1
22045,0
44752,0
92098,1
44365,0
23606,0
22680,0
32365,0
69682,1
13355,0
16908,0
31047,0
74946,1
12704,0
16537,0
51525,1
62227,1
52209,1
13650,0
85242,1
62182,1
18071,0
31285,0
64940,1
3519,0
40930,0
52526,1
71917,1
16046,0
42536,0
53710,1
19978,0
97648,1
71482,1
52927,1
54129,1
83899,1
12654,0
36690,0
20781,0
29023,0
85814,1
76439,1
62343,1
31608,0
94173,1
86489,1
34172,0
85925,1
29350,0
77794,1
50646,1
2143,0
8540,0
77778,1
79983,1
18153,0
23340,0
41678,0
76074,1
32134,0
24262,0
28326,0
14616,0
47862,0
3924,0
86664,1
27851,0
50518,1
4738,0
24845,0
64103,1
17734,0
56930,1
29677,0
1646,0
3640,0
87160,1
71087,1
17085,0
65906,1
45411,0
6804,0
42962,0
30726,0
34421,0
69161,1
68989,1
43502,0
67875,1
66616,1
72618,1
95401,1
29441,0
80790,1
90977,1
32499,0
29688,0
6287,0
83999,1
95825,1
40560,0
71293,1
44953,0
37169,0
64848,1
50880,1
91611,1
2109,0
84947,1
1390,0
51389,1
29122,0
97236,1
99178,1
32480,0
20928,0
78394,1
6570,0
16590,0
87467,1
84107,1
64054,1
47967,0
7118,0
33071,0
27548,0
83153,1
98383,1
60060,1
88793,1
76161,1
98320,1
63095,1
87620,1
17279,0
14796,0
8141,0
70819,1
40494,0
23039,0
55311,1
38338,0
63579,1
61644,1
95781,1
11795,0
4364,0
81227,1
86400,1
63204,1
16574,0
40821,0
38681,0
43432,0
58805,1
86459,1
64469,1
77156,1
20249,0
81434,1
15082,0
47996,0
74417,1
36158,0
57822,1
6712,0
665,0
18871,0
9658,0
65120,1
60707,1
50315,1
65713,1
25507,0
26542,0
62221,1
61674,1
1569,0
51981,1
86824,1
54481,1
22086,0
86392,1
64206,1
31981,0
94128,1
97453,1
12312,0
82211,1
73386,1
59643,1
16907,0
80643,1
33506,0
88775,1
90303,1
72812,1
70742,1
19849,0
8212,0
72232,1
39637,0
6072,0
3850,0
48963,0
69048,1
59234,1
72693,1
85118,1
63760,1
99315,1
34687,0
54098,1
64872,1
80020,1
72359,1
16736,0
70188,1
85788,1
34113,0
29455,0
96356,1
5620,0
10817,0
98942,1
96091,1
